H0,omega_m,Omega_m,p0,p_high,theta_err_ppm,chi2_bao,sn_shape_max,best_Om_ref,score
69.0,0.15,0.31505986137366104,0.18,0.26,470.7162261140653,19.22269038580039,0.013682250340401936,0.29000000000000004,25.230044459920663
71.0,0.145,0.2876413410037691,0.22,0.22,541.7298677581326,17.75152125838595,0.014509868552885052,0.26,25.614643212472053
69.0,0.15,0.31505986137366104,0.19,0.23,474.42220853453676,19.836956004805046,0.013175515787366976,0.29000000000000004,25.89785234423262
71.0,0.145,0.2876413410037691,0.19,0.2,550.1436525526141,17.892092100046504,0.014052517685016142,0.27,25.952226194364016
71.0,0.145,0.2876413410037691,0.21000000000000002,0.25,563.4822354432731,17.664188878521994,0.015026257050564595,0.26,26.166465622399805
69.0,0.15,0.31505986137366104,0.22,0.24000000000000002,420.31430360803165,21.671089560875316,0.009752207680762126,0.29000000000000004,26.32545629293472
69.0,0.15,0.31505986137366104,0.2,0.2,491.7052954602841,20.477085013925485,0.012683226211912313,0.29000000000000004,26.923598021373966
71.0,0.145,0.2876413410037691,0.17,0.25,602.7410581237251,17.897531628527712,0.011030631737334318,0.27,27.284138298542125
69.0,0.15,0.31505986137366104,0.18,0.25,560.5936965826405,19.23579934138129,0.01379050076224786,0.30000000000000004,27.56787643576993
71.0,0.145,0.2876413410037691,0.18,0.22,624.8370028122711,17.898287228991563,0.01249688677007299,0.27,28.049249678437178
69.0,0.15,0.31505986137366104,0.19,0.22,568.6978759243979,19.852488436450653,0.013464513249282106,0.29000000000000004,28.39115308107393
69.0,0.15,0.31505986137366104,0.22,0.25,509.87125487614327,21.661502503458202,0.00978205620079109,0.29000000000000004,28.39994147597112
71.0,0.145,0.2876413410037691,0.22,0.23,646.7722608690287,17.723228434469675,0.01418948214271154,0.26,28.684440878906372
71.0,0.145,0.2876413410037691,0.21000000000000002,0.26,663.5427477351168,17.638322386055865,0.014710895677922053,0.26,29.18657296696935
69.0,0.15,0.31505986137366104,0.18,0.24000000000000002,652.0540648469935,19.250085288320633,0.013727459457605562,0.30000000000000004,30.350555733308322
71.0,0.145,0.2876413410037691,0.17,0.24000000000000002,706.7227024660576,17.930439240472978,0.010981416422580992,0.27,30.718342461611503
69.0,0.15,0.31505986137366104,0.22,0.26,597.8640157280852,21.653054340073307,0.009811902811605933,0.29000000000000004,30.829772464597113
