Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res,A_T,D_total_v3p_T,V_flux_v3p_T,res_v3p_T,abs_res_v3p_T,V_flux_v3o_recomputed,res_v3o_recomputed,abs_res_v3o_recomputed
D631-7,0.9,17.8,13.51,15.52,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.0308235632924215,54154719.48245911,287.5488574929669,302.95529999999997,23.701250425740625,5.901250425740624,5.901250425740624,-0.5,0.9503980484019569,18.198841871864936,0.3988418718649349,0.3988418718649349,23.701250425740625,5.901250425740624,5.901250425740624
D631-7,1.35,26.0,16.7,20.76,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.0462353449386323,93497544.39328603,220.6444574247066,494.3788,28.146914884643287,2.1469148846432877,2.1469148846432877,-0.5,0.9503980484019569,22.943705973223157,-3.0562940267768433,3.0562940267768433,28.146914884643287,2.1469148846432873,2.1469148846432873
D631-7,1.8,30.9,18.72,21.37,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.0616471265848431,137540499.8167005,182.57694786007568,578.77685,30.12333574071996,-0.776664259280043,0.776664259280043,-0.5,0.9503980484019569,24.771783874683123,-6.128216125316875,6.128216125316875,30.123335740719956,-0.776664259280043,0.776664259280043
D631-7,2.25,34.7,19.9,19.92,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.0770589082310539,185342441.34057605,157.4599821009574,594.4132,30.80094413694415,-3.899055863055853,3.899055863055853,-0.5,0.9503980484019569,25.130077101255733,-9.56992289874427,9.56992289874427,30.80094413694415,-3.899055863055853,3.899055863055853
D631-7,2.69,38.8,20.61,18.76,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.0921282058406822,235124267.4689747,139.7504613258507,600.7409,31.251714208448444,-7.548285791551553,7.548285791551553,-0.5,0.9503980484019569,25.29141237415538,-13.508587625844616,13.508587625844616,31.251714208448444,-7.548285791551553,7.548285791551553
D631-7,3.14,42.5,20.73,17.36,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.1075399874868929,288713964.9970901,125.9414965308567,580.4177,31.23898204338435,-11.26101795661565,11.26101795661565,-0.5,0.9503980484019569,24.917726790404714,-17.582273209595286,17.582273209595286,31.23898204338435,-11.26101795661565,11.26101795661565
D631-7,3.59,45.6,20.61,16.32,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.1229517691331037,344676212.4271774,115.02249119654344,557.9432999999999,31.15885176632141,-14.44114823367859,14.44114823367859,-0.5,0.9503980484019569,24.489966759006407,-21.110033240993594,21.110033240993594,31.158851766321412,-14.44114823367859,14.44114823367859
D631-7,4.04,48.8,20.38,15.37,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.1383635507793145,402745190.0198723,106.1275129404206,533.4628499999999,31.01963897725599,-17.780361022744007,17.780361022744007,-0.5,0.9503980484019569,24.0092598843335,-24.790740115666498,24.790740115666498,31.01963897725599,-17.780361022744007,17.780361022744007
D631-7,4.49,51.8,19.9,14.49,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.1537753324255253,462705043.2474255,98.71244426135208,500.99004999999994,30.72798276381759,-21.072017236182408,21.072017236182408,-0.5,0.9503980484019569,23.34521609433191,-28.454783905668087,28.454783905668087,30.72798276381759,-21.072017236182408,21.072017236182408
D631-7,4.94,54.8,19.43,13.72,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.1691871140717361,524376550.6509284,92.41654306987836,471.6441,30.466076589629967,-24.33392341037003,24.33392341037003,-0.5,0.9503980484019569,22.728098787472213,-32.071901212527784,32.071901212527784,30.46607658962997,-24.333923410370026,24.333923410370026
D631-7,5.39,56.6,18.84,13.04,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.1845988957179468,587608275.3800513,86.99027979611857,439.9664,30.147039790020496,-26.452960209979505,26.452960209979505,-0.5,0.9503980484019569,22.03876447991755,-34.56123552008245,34.56123552008245,30.147039790020496,-26.452960209979505,26.452960209979505
D631-7,5.84,58.4,18.25,12.45,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.2000106773641576,652270431.3125644,82.25500858323916,410.56374999999997,29.84850080198529,-28.551499198014707,28.551499198014707,-0.5,0.9503980484019569,21.378558374699793,-37.021441625300206,37.021441625300206,29.848500801985292,-28.551499198014707,28.551499198014707
D631-7,6.29,58.5,17.65,11.93,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.2154224590103684,718250479.2187289,78.07913407803092,382.6849499999999,29.56015398049906,-28.93984601950094,28.93984601950094,-0.5,0.9503980484019569,20.732435788573557,-37.767564211426446,37.767564211426446,29.56015398049906,-28.93984601950094,28.93984601950094
D631-7,6.74,57.7,17.06,11.48,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.2308342406565792,785449872.4142752,74.36336523975027,356.93879999999996,29.29416122226265,-28.40583877773735,28.40583877773735,-0.5,0.9503980484019569,20.117127479222095,-37.58287252077791,37.58287252077791,29.29416122226265,-28.40583877773735,28.40583877773735
D631-7,7.19,57.3,16.47,11.08,0.0,10,0.196,0.7,115.04,0.29,2.7,98000000.0,38570000.0,136570000.0,0.2824192721681189,44358756.28175541,0.6964750061162897,45.51417721683823,29.198441188053,0.24624602230279,853781593.000776,71.03123429335997,332.6440999999999,29.04063832923199,-28.25936167076801,28.25936167076801,-0.5,0.9503980484019569,19.51830070155556,-37.78169929844444,37.78169929844444,29.040638329231992,-28.259361670768005,28.259361670768005
DDO064,0.1,6.29,-1.13,1.96,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0032050656150655,2392533.177216687,1029.0069867223017,3.1976999999999993,10.300407694466768,4.010407694466767,4.010407694466767,-0.5,0.9338679224890999,3.927828738093823,-2.362171261906177,2.362171261906177,10.300407694466768,4.010407694466768,4.010407694466768
DDO064,0.3,13.9,-2.45,6.31,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0096151968451966,10635234.169014376,508.2353887761735,25.910549999999997,13.355941248480097,-0.5440587515199056,0.5440587515199056,-0.5,0.9338679224890999,6.626015916633066,-7.273984083366934,7.273984083366934,13.355941248480097,-0.5440587515199038,0.5440587515199038
DDO064,0.49,15.6,-0.64,9.67,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0157048215138211,20681814.120215718,370.4732243555892,47.164049999999996,15.122695855377067,-0.4773041446229324,0.4773041446229324,-0.5,0.9338679224890999,8.273309344383806,-7.3266906556161935,7.3266906556161935,15.122695855377067,-0.47730414462293247,0.47730414462293247
DDO064,0.69,18.4,2.49,13.92,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0221149527439523,32867988.257366776,296.9171589497823,103.08330000000001,17.548679143324428,-0.8513208566755708,0.8513208566755708,-0.5,0.9338679224890999,11.26693276084926,-7.133067239150739,7.133067239150739,17.548679143324428,-0.8513208566755708,0.8513208566755708
DDO064,0.89,22.5,1.87,15.16,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0285250839740834,46358707.18159256,251.716484414068,118.4097,18.50506339163745,-3.994936608362551,3.994936608362551,-0.5,0.9338679224890999,12.01385820101662,-10.48614179898338,10.48614179898338,18.50506339163745,-3.9949366083625506,3.9949366083625506
DDO064,1.09,26.5,4.97,16.41,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0349352152042145,60938191.97832991,220.5956394760701,159.34494999999998,19.994854263757876,-6.505145736242127,6.505145736242127,-0.5,0.9338679224890999,13.674580050946346,-12.825419949053654,12.825419949053654,19.994854263757873,-6.505145736242127,6.505145736242127
DDO064,1.29,35.3,9.29,17.34,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0413453464343456,76458566.58067633,197.60916627155612,236.64189999999996,22.17110111136358,-13.128898888636416,13.128898888636416,-0.5,0.9338679224890999,16.302653260691994,-18.997346739308004,18.997346739308004,22.171101111363583,-13.128898888636414,13.128898888636414
DDO064,1.48,40.5,13.62,18.34,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0474349711029701,91974715.80845788,180.59485708900408,353.68219999999997,24.91912094139209,-15.580879058607906,15.580879058607906,-0.5,0.9338679224890999,19.597411108828883,-20.902588891171117,20.902588891171117,24.919120941392094,-15.580879058607906,15.580879058607906
DDO064,1.68,44.2,16.26,19.12,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0538451023331012,109038344.36490636,166.15791725569355,447.1748000000001,26.95032654699318,-17.249673453006825,17.249673453006825,-0.5,0.9338679224890999,21.879609007176157,-22.320390992823846,22.320390992823846,26.95032654699318,-17.249673453006825,17.249673453006825
DDO064,1.88,46.3,18.16,19.54,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0602552335632323,126784215.81953885,154.28007629595203,520.6913999999999,28.473460334781752,-17.826539665218245,17.826539665218245,-0.5,0.9338679224890999,23.521959210157654,-22.778040789842343,22.778040789842343,28.473460334781752,-17.826539665218245,17.826539665218245
DDO064,2.08,46.4,19.64,19.1,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0666653647933634,145155752.8687537,144.30053371642737,568.1346000000001,29.46658633317013,-16.933413666829864,16.933413666829864,-0.5,0.9338679224890999,24.529107907414375,-21.870892092585624,21.870892092585624,29.466586333170135,-16.933413666829864,16.933413666829864
DDO064,2.27,46.3,20.17,18.77,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.072754989461988,163144800.43682796,136.1701379120025,582.98535,29.86790188580788,-16.43209811419212,16.43209811419212,-0.5,0.9338679224890999,24.846639743305932,-21.453360256694065,21.453360256694065,29.867901885807875,-16.432098114192122,16.432098114192122
DDO064,2.37,46.4,20.59,18.61,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0759600550770535,172810212.35714558,132.32230775498422,597.11415,30.178104966669338,-16.22189503333066,16.22189503333066,-0.5,0.9338679224890999,25.13749620740925,-21.26250379259075,21.26250379259075,30.178104966669338,-16.22189503333066,16.22189503333066
DDO064,2.98,46.9,22.17,17.21,0.0,10,0.157,0.69,151.65,0.211,3.9,78500000.0,28063000.0,106563000.0,0.2633465649428038,35622827.558709614,0.6843613243114729,55.43877309375817,31.200609288604152,0.0955109553289534,234439272.4410978,113.54243178625308,639.6009500000001,31.272310383517144,-15.627689616482854,15.627689616482854,-0.5,0.9338679224890999,26.010776263259817,-20.88922373674018,20.88922373674018,31.272310383517148,-15.62768961648285,15.62768961648285
DDO154,0.49,13.8,3.74,12.31,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.038200155920835,20868749.30002709,373.8217932194066,89.75565,16.520542626606105,2.720542626606104,2.720542626606104,-0.5,0.9893936127859718,10.365664542114928,-3.434335457885073,3.434335457885073,16.5205426266061,2.7205426266061004,2.7205426266061004
DDO154,0.99,21.6,7.46,14.55,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.0771799068604626,53595835.09768765,235.1911673604691,161.50285000000002,19.85804888922536,-1.741951110774643,1.741951110774643,-0.5,0.9893936127859718,13.536559385315892,-8.06344061468411,8.06344061468411,19.85804888922536,-1.741951110774643,1.741951110774643
DDO154,1.48,28.9,10.87,12.95,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.1153800627812976,91448090.68675049,179.56081433325053,202.00814999999997,21.627717290856445,-7.272282709143553,7.272282709143553,-0.5,0.9893936127859718,15.037271295929044,-13.862728704070955,13.862728704070955,21.627717290856445,-7.272282709143553,7.272282709143553
DDO154,1.97,34.3,13.32,11.54,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.1535802187021326,133299280.35631658,147.7255811480032,244.0082,23.13066351969969,-11.169336480300302,11.169336480300302,-0.5,0.9893936127859718,16.424619470791946,-17.87538052920805,17.87538052920805,23.130663519699695,-11.169336480300302,11.169336480300302
DDO154,2.47,38.2,14.77,10.18,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.1925599696417602,179153756.90561098,126.29680614547216,269.96909999999997,24.12306388457561,-14.076936115424388,14.076936115424388,-0.5,0.9893936127859718,17.233071450855387,-20.966928549144615,20.966928549144615,24.123063884575615,-14.076936115424388,14.076936115424388
DDO154,2.96,42.0,16.2,9.16,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.2307601255625952,226561046.5124676,111.21469486805344,304.3928,25.17117988512732,-16.82882011487268,16.82882011487268,-0.5,0.9893936127859718,18.230590100331003,-23.769409899668997,23.769409899668997,25.17117988512732,-16.82882011487268,16.82882011487268
DDO154,3.46,44.6,17.6,8.37,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.2697398765022228,277011071.0416302,99.51883503906392,344.78845,26.251164150093636,-18.34883584990637,18.34883584990637,-0.5,0.9893936127859718,19.326923942425616,-25.273076057574386,25.273076057574386,26.251164150093633,-18.34883584990637,18.34883584990637
DDO154,3.95,46.3,17.91,7.77,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.3079400324230578,328164331.6935713,90.46019905939416,350.95455,26.61338641143977,-19.686613588560228,19.686613588560228,-0.5,0.9893936127859718,19.501913056972967,-26.79808694302703,26.79808694302703,26.61338641143977,-19.686613588560228,19.686613588560228
DDO154,4.44,47.4,17.48,7.29,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.3461401883438929,380766980.679939,83.07181412203533,332.12245,26.47567382904233,-20.924326170957663,20.924326170957663,-0.5,0.9893936127859718,19.026828774252362,-28.373171225747637,28.373171225747637,26.475673829042332,-20.924326170957666,20.924326170957666
DDO154,4.94,48.2,16.93,6.89,0.0,10,0.053,0.37,71.26,0.275,1.0,26500000.0,36575000.00000001,63075000.00000001,0.5798652397938963,73328692.73572901,0.7250519123804935,28.437523349179653,12.82717277425419,0.3851199392835204,435736698.62622887,76.79458458950866,310.36094999999995,26.262638821568803,-21.9373611784312,21.9373611784312,-0.5,0.9893936127859718,18.45852082901745,-29.741479170982554,29.741479170982554,26.262638821568803,-21.9373611784312,21.9373611784312
