V_ref,n,Point_MAE,Galaxy_MAE
215.0,3.75,20.436617188439747,19.7432873386159
215.0,4.0,20.46375175062962,19.775594492433974
215.0,4.25,20.48907935471656,19.80580072228291
215.0,4.5,20.512673593928923,19.833931559690622
215.0,4.75,20.53441988528785,19.860004107438268
215.0,5.0,20.55460949146941,19.884274041688737
215.0,5.25,20.573254637885803,19.90684427418471
215.0,5.5,20.590577000402742,19.928027041231896
215.0,5.75,20.60658224754581,19.94777329483384
215.0,6.0,20.621459028293316,19.96624139428156
220.0,1.0,20.075176855096583,19.28964572388168
220.0,1.25,20.087514773193845,19.32761096880654
220.0,1.5,20.1183634951166,19.372617734680404
220.0,1.75,20.15789231528495,19.42151591588893
220.0,2.0,20.200919149813853,19.4715370095258
220.0,2.25,20.243598181322177,19.52021832829385
220.0,2.5,20.28451003025885,19.56711584947383
220.0,2.75,20.323183891660918,19.61159800245887
220.0,3.0,20.359140433700485,19.653322231801532
220.0,3.25,20.392545229791786,19.692457417554234
220.0,3.5,20.423617425945906,19.72906230482708
220.0,3.75,20.452888102474294,19.76382903490397
220.0,4.0,20.48050611431401,19.79681595498668
220.0,4.25,20.50581788911327,19.82728162440886
220.0,4.5,20.529044925308156,19.855421356087053
220.0,4.75,20.550518046732815,19.881574272801036
220.0,5.0,20.570457908065283,19.906009865890045
220.0,5.25,20.588961176173004,19.928774421340677
220.0,5.5,20.606300957022913,19.9501620140992
220.0,5.75,20.622481343291337,19.970225687289904
220.0,6.0,20.63756575184174,19.98891564459546
225.0,1.0,20.08524047555713,19.299486705748688
225.0,1.25,20.0984964261459,19.33906580841694
225.0,1.5,20.130495735678693,19.385677334289127
225.0,1.75,20.1710385014028,19.43594759551528
225.0,2.0,20.21486511882593,19.487111398727887
225.0,2.25,20.25825766279782,19.536990804165256
225.0,2.5,20.299648808532794,19.584690196549484
225.0,2.75,20.33860952941505,19.62977582719237
225.0,3.0,20.374671858471434,19.671934199422665
225.0,3.25,20.408125960409787,19.711418979225435
225.0,3.5,20.439689625959314,19.748763038110255
225.0,3.75,20.469434625679256,19.784319657467304
225.0,4.0,20.496852126201237,19.817388157359407
225.0,4.25,20.52189692490109,19.847872026653043
225.0,4.5,20.54491388166862,19.87614059699744
225.0,4.75,20.56628684072787,19.90260827638513
225.0,5.0,20.58611604190442,19.927238355895774
225.0,5.25,20.604827706633376,19.95034584608761
225.0,5.5,20.622150495643044,19.971909770161588
225.0,5.75,20.638258500481633,19.99195684380453
225.0,6.0,20.653201005559296,20.010609438139845
230.0,1.0,20.095193634397504,19.30921333843562
230.0,1.25,20.109337706449782,19.350319407619516
230.0,1.5,20.1424379277761,19.39848868442739
230.0,1.75,20.183921815707972,19.450066517431623
230.0,2.0,20.22861072938915,19.502389224585922
230.0,2.25,20.272589907904024,19.553378708295725
230.0,2.5,20.314498603323013,19.601863163854958
230.0,2.75,20.353607219972986,19.64741901379427
230.0,3.0,20.38979704344107,19.690008728339333
230.0,3.25,20.423896179644125,19.730313055977348
230.0,3.5,20.45586478988568,19.768342288844504
230.0,3.75,20.485457488477206,19.804089237001342
230.0,4.0,20.512597901889123,19.83716040000165
230.0,4.25,20.53745771165804,19.867769721068242
230.0,4.5,20.560532008830673,19.89645195428279
230.0,4.75,20.582215323718525,19.92330245153611
230.0,5.0,20.602149517400623,19.948136478675945
230.0,5.25,20.62049749351992,19.971220519648362
230.0,5.5,20.637603877233012,19.992725529293946
230.0,5.75,20.65391802869769,20.013019093039237
230.0,6.0,20.669054689480014,20.03186676126448
235.0,1.0,20.10508214319532,19.318805611382587
235.0,1.25,20.120025059498822,19.36138692104863
235.0,1.5,20.154232371345305,19.41110335222027
235.0,1.75,20.19654740250691,19.463882686214788
235.0,2.0,20.242275378315608,19.517659592512363
235.0,2.25,20.286749837628182,19.56943015702712
235.0,2.5,20.328994137427696,19.618584462461083
235.0,2.75,20.368199887679747,19.66455119713392
235.0,3.0,20.405067780968775,19.708011655766686
235.0,3.25,20.439587802389706,19.74894227428432
235.0,3.5,20.471549911667193,19.7872960912613
235.0,3.75,20.50098723226916,19.82316933883737
235.0,4.0,20.527863879127874,19.856248475123287
235.0,4.25,20.553053221151902,19.887443251588422
235.0,4.5,20.57644469857333,19.91651092890095
235.0,4.75,20.597825875311813,19.94329127490128
235.0,5.0,20.617610355320927,19.968153271198904
235.0,5.25,20.636154023668638,19.991467601581824
235.0,5.5,20.65345265059028,20.013211698105636
235.0,5.75,20.669519434825308,20.033379137011444
235.0,6.0,20.684523751558068,20.052136592728477
240.0,1.0,20.114888185342043,19.3282884484083
240.0,1.25,20.13061230110861,19.372348403064642
240.0,1.5,20.16587366208383,19.423569101957142
240.0,1.75,20.20905838026938,19.477526641366183
240.0,2.0,20.25566057879705,19.532592119939707
240.0,2.25,20.30064868577733,19.585133942567346
240.0,2.5,20.34325062698701,19.634909935033008
240.0,2.75,20.38286893898111,19.681571859164077
240.0,3.0,20.420241970154407,19.725744108516743
240.0,3.25,20.4548233616309,19.766973626843242
240.0,3.5,20.486762759291512,19.805636256674646
240.0,3.75,20.51610225716349,19.841580100915685
240.0,4.0,20.54343070355987,19.87534763545287
240.0,4.25,20.56871757911962,19.906796037054985
240.0,4.5,20.591824892752854,19.935754024656074
240.0,4.75,20.613104380726597,19.962508340697372
240.0,5.0,20.633109847124643,19.987732564911703
240.0,5.25,20.65168831631453,20.011114286314232
240.0,5.5,20.668916510572274,20.032785983873058
240.0,5.75,20.684807336176064,20.05284238367134
240.0,6.0,20.699589261443688,20.071457460059733
245.0,1.0,20.124558373110602,19.337630518904486
245.0,1.25,20.141098739953517,19.383197139459483
245.0,1.5,20.17731278243023,19.435807518742862
245.0,1.75,20.221540018841928,19.491157865018778
245.0,2.0,20.26877807720497,19.547199582552853
245.0,2.25,20.314293624256653,19.60052447095449
245.0,2.5,20.357369779904964,19.650962451369242
245.0,2.75,20.39777300353468,19.698575635327717
245.0,3.0,20.435029260462,19.742962819289474
245.0,3.25,20.469673238633202,19.784501417572194
245.0,3.5,20.50165426493426,19.823390201764106
245.0,3.75,20.531323213315318,19.8598701034767
245.0,4.0,20.55884930778896,19.8940332465537
245.0,4.25,20.584002284353385,19.925441132349548
245.0,4.5,20.607005789257002,19.954363592112017
245.0,4.75,20.628528251651204,19.98149203930707
245.0,5.0,20.6484025910184,20.00662014087779
245.0,5.25,20.666769332028082,20.029881749695928
245.0,5.5,20.6837951173958,20.051418482551483
245.0,5.75,20.69961635217703,20.07137037442975
245.0,6.0,20.714273357789565,20.089865674350875
250.0,1.0,20.13411045831164,19.34684553610936
250.0,1.25,20.15144487161038,19.39387452418664
250.0,1.5,20.1885731612516,19.44782825413294
250.0,1.75,20.23387382067104,19.504627406442932
250.0,2.0,20.281622681368177,19.561481809849873
250.0,2.25,20.327651237451544,19.61556020838091
250.0,2.5,20.371541675700765,19.66692454470862
250.0,2.75,20.41237268492427,19.715139647863293
250.0,3.0,20.449673560250485,19.759817274008277
250.0,3.25,20.48426938208332,19.801542259639948
250.0,3.5,20.516417946366428,19.840804260677583
250.0,3.75,20.546478402829834,19.877906997122228
250.0,4.0,20.57397795432575,19.912079487034763
250.0,4.25,20.598972553149228,19.943450083170355
250.0,4.5,20.6222550832279,19.972663191556638
250.0,4.75,20.643659403177715,19.999765369240126
250.0,5.0,20.663253194473,20.02474052370138
250.0,5.25,20.68148244023063,20.04786243424687
250.0,5.5,20.698284540206867,20.069212306062774
250.0,5.75,20.714071415056836,20.089291721757654
250.0,6.0,20.728791388107254,20.108091453819895
