H0,theta_star,r_s_Mpc,D_M_Mpc,model,flux_power
59.63963963963964,0.01011110963509479,143.51332657066453,14193.627776771618,lcdm,
59.68468468468468,0.010112517079924768,143.51332657063716,14191.652329125642,lcdm,
59.729729729729726,0.010113924105983302,143.5133265706098,14189.678018812565,lcdm,
59.77477477477478,0.010115330713607365,143.51332657058236,14187.704844639937,lcdm,
59.81981981981982,0.010116736903133436,143.51332657055497,14185.732805417218,lcdm,
59.86486486486486,0.010118142674897529,143.51332657052754,14183.761899955713,lcdm,
59.90990990990991,0.010119548029235162,143.51332657050006,14181.792127068627,lcdm,
59.95495495495496,0.01012095296648139,143.51332657047257,14179.823485571027,lcdm,
60.0,0.010122357486970789,143.5133265704451,14177.855974279842,lcdm,
60.04504504504504,0.010123761591037452,143.51332657041758,14175.889592013868,lcdm,
60.09009009009009,0.010125165279015004,143.51332657039,14173.924337593753,lcdm,
60.13513513513514,0.010126568551236595,143.51332657036247,14171.96020984201,lcdm,
60.18018018018018,0.010127971408034904,143.51332657033487,14169.997207582983,lcdm,
60.22522522522522,0.010129373849742138,143.5133265703073,14168.035329642877,lcdm,
60.270270270270274,0.010130775876690033,143.51332657027967,14166.074574849732,lcdm,
60.31531531531532,0.010132177489209856,143.51332657025205,14164.114942033428,lcdm,
60.36036036036036,0.010133578687632412,143.5133265702244,14162.156430025663,lcdm,
60.4054054054054,0.01013497947228803,143.51332657019665,14160.199037659984,lcdm,
60.45045045045045,0.010136379843506578,143.51332657016897,14158.242763771763,lcdm,
60.4954954954955,0.010137779801617466,143.5133265701413,14156.287607198172,lcdm,
60.54054054054054,0.01013917934694963,143.51332657011352,14154.33356677821,lcdm,
60.585585585585584,0.010140578479831545,143.51332657008572,14152.380641352696,lcdm,
60.630630630630634,0.010141977200591236,143.51332657005793,14150.428829764249,lcdm,
60.67567567567568,0.010143375509556251,143.51332657003016,14148.478130857302,lcdm,
60.72072072072072,0.010144773407053692,143.5133265700023,14146.528543478067,lcdm,
60.765765765765764,0.010146170893410201,143.51332656997448,14144.580066474577,lcdm,
60.81081081081081,0.010147567968951946,143.51332656994657,14142.632698696652,lcdm,
60.85585585585586,0.010148964634004672,143.51332656991872,14140.686438995886,lcdm,
60.9009009009009,0.010150360888893631,143.51332656989078,14138.74128622568,lcdm,
60.945945945945944,0.010151756733943652,143.5133265698628,14136.797239241194,lcdm,
60.990990990990994,0.010153152169479098,143.51332656983487,14134.854296899379,lcdm,
61.03603603603604,0.010154547195823881,143.5133265698069,14132.91245805895,lcdm,
61.08108108108108,0.010155941813301457,143.51332656977894,14130.971721580408,lcdm,
61.126126126126124,0.010157336022234838,143.51332656975092,14129.032086325999,lcdm,
61.17117117117117,0.01015872982294659,143.51332656972286,14127.093551159736,lcdm,
61.21621621621622,0.010160123215758831,143.5133265696948,14125.156114947393,lcdm,
61.26126126126126,0.010161516200993218,143.51332656966673,14123.219776556505,lcdm,
61.306306306306304,0.01016290877897098,143.51332656963865,14121.284534856342,lcdm,
61.351351351351354,0.010164300950012894,143.51332656961057,14119.350388717929,lcdm,
61.3963963963964,0.010165692714439284,143.5133265695824,14117.417337014034,lcdm,
61.44144144144144,0.010167084072570056,143.51332656955427,14115.48537861915,lcdm,
61.486486486486484,0.010168475024724644,143.51332656952604,14113.554512409524,lcdm,
61.53153153153153,0.010169865571222068,143.51332656949785,14111.624737263119,lcdm,
61.57657657657658,0.010171255712380886,143.51332656946965,14109.69605205964,lcdm,
61.62162162162162,0.010172645448519237,143.51332656944143,14107.768455680494,lcdm,
61.666666666666664,0.010174034779954792,143.51332656941312,14105.841947008837,lcdm,
61.711711711711715,0.010175423707004827,143.51332656938484,14103.916524929507,lcdm,
61.75675675675676,0.010176812229986152,143.51332656935654,14101.992188329077,lcdm,
61.8018018018018,0.010178200349215148,143.51332656932823,14100.06893609583,lcdm,
61.846846846846844,0.010179588065007763,143.51332656929986,14098.146767119739,lcdm,
61.89189189189189,0.010180975377679521,143.5133265692715,14096.22568029248,lcdm,
61.93693693693694,0.010182362287545496,143.51332656924308,14094.305674507443,lcdm,
61.98198198198198,0.010183748794920351,143.5133265692147,14092.386748659697,lcdm,
62.027027027027025,0.010185134900118301,143.5133265691863,14090.468901646003,lcdm,
62.072072072072075,0.010186520603453136,143.5133265691578,14088.552132364815,lcdm,
