p0,p_high,zt,w,theta_star,theta_err_ppm,theta_abs_err_ppm,r_s_Mpc,D_M_Mpc,sn_shape_max_abs,sn_shape_end,sn_offset,strict_cmb_pass,score
0.18000000000000002,0.22,1.4,0.49999999999999994,0.010420861368832522,735.7362609498172,735.7362609498172,143.23999001802093,13745.503845433894,0.12809016766856018,0.12809016766856018,-0.170041608718293,True,5.865718801469363
0.185,0.22,2.5,1.2499999999999998,0.010421290391589143,776.936156910804,776.936156910804,143.23999001802093,13744.937971753252,0.12809228294300112,0.12809228294300112,-0.16998116744399283,True,5.837247369187107
0.185,0.21,1.4,0.49999999999999994,0.010421291160505552,777.009997460271,777.009997460271,143.2399900176926,13744.936957575977,0.12809336510146707,0.12809336510146707,-0.17000537007763583,True,5.837503666355432
0.19,0.22,2.0,0.35,0.010420748844389935,724.9303182437701,724.9303182437701,143.23999001802093,13745.652270962746,0.12809648094843595,0.12809648094843595,-0.16997346323538665,True,5.609505761628117
0.185,0.22,2.0,0.7999999999999998,0.010421031326199972,752.0575999666859,752.0575999666859,143.23999001802093,13745.279668999267,0.1280966374979684,0.1280966374979684,-0.16999452749143984,True,5.77812107018513
0.19,0.22,2.5,0.6499999999999999,0.010421053631631524,754.1996342647059,754.1996342647059,143.23999001802093,13745.250248327839,0.12809866262466585,0.12809866262466585,-0.16996867882621558,True,5.677306524460049
0.19,0.21,2.5999999999999996,0.9499999999999998,0.010421502388098646,797.2945971120243,797.2945971120243,143.2399900176926,13744.658369149602,0.12810071402384082,0.12810071402384082,-0.16996343502299638,True,5.781923743875832
0.17500000000000002,0.21,0.8999999999999999,0.6499999999999999,0.010421359986546624,783.6194970445729,783.6194970445729,143.2399900176926,13744.846181554729,0.1281023751395196,0.1281023751395196,-0.17004335206689802,True,6.126262026311362
0.18000000000000002,0.21,1.2999999999999998,1.4,0.010421501711416745,797.2296140231099,797.2296140231099,143.2399900176926,13744.659261608462,0.1281031770628296,0.1281031770628296,-0.1699868815254213,True,6.013937131080557
0.18000000000000002,0.21,1.0999999999999999,0.49999999999999994,0.010421305488012062,778.3858959841954,778.3858959841954,143.2399900176926,13744.918060646609,0.12810577012425384,0.12810577012425384,-0.1700352462584256,True,5.9677303420501975
