Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res
F574-2,8.65,36.0,23.65,34.44,0.0,9,2.877,3.76,41.38,1.701,0.0,1438500000.0,226233000.00000003,1664733000.0,0.13589746824265514,18740839.030542683,0.6500852456398316,96.03458104111282,215.3532910296403,0.04016655588889724,1990082332.6581619,114.3929300057177,1152.3792999999998,46.28042939028826,10.280429390288262,10.280429390288262
F574-2,10.83,40.0,28.17,36.32,0.0,9,2.877,3.76,41.38,1.701,0.0,1438500000.0,226233000.00000003,1664733000.0,0.13589746824265514,18740839.030542683,0.6500852456398316,96.03458104111282,215.3532910296403,0.050289456679393885,2692214356.754617,98.72180273759496,1453.1201,50.222278160674406,10.222278160674406,10.222278160674406
F579-V1,0.42,35.7,-1.7,15.39,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.00383164114281273,77227993.01329948,1882.9401781793078,121.31605,30.20183644805907,-5.498163551940934,5.498163551940934
F579-V1,1.47,83.3,-4.3,40.7,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.013410743999844557,422885139.9442158,841.6821357941029,846.7350000000001,45.650933611672514,-37.64906638832748,37.64906638832748
F579-V1,2.11,94.2,-3.8,48.7,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.019249435265083003,689916922.0603023,666.4878572490229,1200.285,51.05462152239931,-43.145378477600694,43.145378477600694
F579-V1,2.84,97.6,-0.8,53.6,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.025909192489495605,1031020644.8107282,549.782657393487,1437.1200000000001,54.75858605732532,-42.84141394267468,42.84141394267468
F579-V1,3.9,101.0,5.9,57.61,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.03557952489754678,1581741292.8300838,447.2667287143876,1694.26605,58.639630728596096,-42.360369271403904,42.360369271403904
F579-V1,4.74,105.0,10.47,63.1,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.04324280718317224,2056806479.2750933,393.72872735757454,2100.4259,62.98174392373478,-42.01825607626522,42.01825607626522
F579-V1,5.69,106.0,13.24,67.96,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.05190961453001056,2629021151.3446636,349.24476264991074,2484.5783999999994,66.87137728115066,-39.12862271884934,39.12862271884934
F579-V1,6.32,108.0,14.88,69.85,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.05765707624422966,3026667411.040913,325.90490643576675,2660.9256499999997,68.70694767397286,-39.29305232602714,39.29305232602714
F579-V1,7.37,110.0,17.96,72.36,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.06723617910126148,3718224601.6862698,294.4157227610282,2940.5464,71.48699375934603,-38.513006240653965,38.513006240653965
F579-V1,8.21,112.0,20.83,72.55,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.07489946138688695,4295046797.306337,274.05765704167544,3065.6401499999997,72.90852840588785,-39.09147159411215,39.09147159411215
F579-V1,9.16,113.0,23.19,73.73,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.08356626873372526,4970310303.266688,254.77271226739015,3255.8325500000005,74.76329710739952,-38.236702892600476,38.236702892600476
F579-V1,10.85,114.0,26.37,73.37,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.09898406285599554,6225599415.022303,227.4479626245074,3386.9553500000006,76.51644100764166,-37.48355899235834,37.48355899235834
F579-V1,12.21,114.0,28.32,69.96,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.11139128179462725,7280728205.468893,210.04088796983186,3249.2231999999995,76.24842583366326,-37.75157416633674,37.75157416633674
F579-V1,15.16,114.0,33.04,63.57,0.0,5,11.848,3.37,201.76,2.245,13.4,5924000000.0,298585000.0,6222585000.0,0.047984077356918384,87202948.1248828,0.7351732227965161,24.043542850310615,109.6136053314446,0.1383039993453357,9688389052.687763,181.30656184774597,3112.21405,76.5560025576821,-37.443997442317894,37.443997442317894
F583-1,0.26,14.6,-0.5,5.06,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.002046148514637878,14258435.537687145,907.1634317809765,13.051799999999998,15.77701785075538,1.1770178507553801,1.1770178507553801
F583-1,0.44,10.0,-0.86,8.17,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.0034627128709256395,29146264.209193382,647.4972066113735,34.11405,17.860930012432284,7.860930012432284,7.860930012432284
F583-1,0.77,10.7,-1.55,13.14,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.006059747524119869,62331923.85808356,452.15718441637745,88.73230000000001,20.901993493459198,10.201993493459199,10.201993493459199
F583-1,0.89,17.4,-1.78,14.55,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.007004123761645043,75876425.4451153,411.99050241276456,109.01965000000001,21.8103461033373,4.4103461033373,4.4103461033373
F583-1,1.22,23.5,-2.43,17.29,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.009601158414839273,116408081.25351149,336.3750878420049,155.37695,23.78559558151206,0.28559558151205877,0.28559558151205877
F583-1,1.55,31.0,-2.98,18.37,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.012198193068033504,161058337.6876096,288.32358590801954,177.60885000000002,24.990206244795786,-6.009793755204214,6.009793755204214
F583-1,1.8,32.3,-3.18,18.25,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.014165643562877616,197241868.8048798,261.8270141856776,176.64365,25.454513853818142,-6.845486146181855,6.845486146181855
F583-1,2.21,40.9,-3.53,19.06,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.01739226237442196,260438605.26559287,229.3407182025022,194.1027,26.47537888732718,-14.424621112672817,14.424621112672817
F583-1,2.31,43.8,-3.66,19.39,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.018179242572359606,276517912.8943286,222.87413218386965,201.38165,26.762303625524073,-17.037696374475924,17.037696374475924
F583-1,2.54,44.8,-4.08,20.16,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.01998929702761619,314417808.9388123,209.6042374981442,219.85920000000002,27.42724855404359,-17.372751445956407,17.372751445956407
F583-1,3.1,51.7,-5.16,22.16,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.024396386136067007,411633880.92862874,184.22479446667515,272.15840000000003,29.038857808920326,-22.661142191079676,22.661142191079676
F583-1,3.43,55.7,-4.94,23.71,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.026993420789261237,471914529.47131324,172.5184165567464,305.48565,29.953694576623434,-25.74630542337657,25.74630542337657
F583-1,3.86,59.4,-3.07,24.94,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.030377435640393108,553487421.7050076,159.76936205571184,320.42670000000004,30.612684258899083,-28.787315741100915,28.787315741100915
F583-1,4.09,62.0,1.31,25.34,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.032187490095649696,598436824.3564439,153.86223912117174,322.77389999999997,30.85563899849738,-31.14436100150262,31.14436100150262
F583-1,4.37,63.0,4.42,25.74,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.0343910346498751,654328668.4608132,147.36468816770238,350.81019999999995,31.54035331591673,-31.45964668408327,31.45964668408327
F583-1,4.76,66.6,7.13,26.09,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.03746025742183191,734215300.247145,139.3701860296743,391.18095,32.47434426591628,-34.125655734083715,34.125655734083715
F583-1,5.4,71.3,11.25,26.17,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.04249693068863285,870114276.3232975,128.3361862888077,468.99695,34.088302333198726,-37.21169766680127,37.21169766680127
F583-1,5.86,72.3,13.88,25.92,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.046117039599146016,971224349.383314,121.64231722286189,528.5776000000001,35.23352918635842,-37.06647081364158,37.06647081364158
F583-1,6.08,73.4,14.94,25.73,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.04784839603460884,1020537877.6481458,118.73597546300658,554.22005,35.723028718392285,-37.67697128160772,37.67697128160772
F583-1,6.43,72.4,16.72,25.39,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.05060282672739059,1100212926.963331,114.44983008075629,601.88445,36.57590542172897,-35.82409457827104,35.82409457827104
F583-1,6.97,77.1,19.67,24.74,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.05485251979625388,1225957045.2195,108.53506039112078,692.9427000000001,38.07140752488817,-39.02859247511182,39.02859247511182
F583-1,7.96,80.3,24.09,23.76,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.06264362375583657,1464771647.627846,99.42695618480401,862.5969,40.669834905382146,-39.63016509461785,39.63016509461785
F583-1,10.29,84.7,31.66,22.09,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.0809802623677837,2064135571.4831147,83.84319572766302,1246.33965,45.924787795238124,-38.77521220476188,38.77521220476188
F583-1,15.49,86.9,39.34,17.78,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.12190323266054126,3552333144.495805,63.67533040326919,1705.6998000000003,51.88478262406657,-35.01521737593344,35.01521737593344
F583-1,16.26,85.8,39.55,17.09,0.0,9,0.986,2.36,60.93,2.126,3.6,493000000.0,282758000.0,775758000.0,0.3644925350431449,22167789.489924334,0.6588779565937105,83.52003472345294,127.06800026488504,0.12796298018466115,3787263261.9484344,61.60908618992205,1710.2365499999999,52.07686906341559,-33.723130936584404,33.723130936584404
F583-4,0.22,10.7,0.47,5.59,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.0026375056899158073,14550592.51067305,1292.9915048570006,15.844949999999999,17.329255063866423,6.629255063866424,6.629255063866424
F583-4,0.76,24.7,1.87,17.63,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.009111383292436426,78358490.43904005,583.4709402946186,158.90535,24.54268250668435,-0.1573174933156487,0.1573174933156487
F583-4,1.31,38.9,3.27,26.64,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.015705147517225945,163926912.82753825,410.8355565812525,365.53770000000003,30.062140295086124,-8.837859704913875,8.837859704913875
F583-4,1.94,42.7,4.87,32.27,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.023258004720166665,278877419.7957975,318.69132840204685,544.39335,34.09772026250393,-8.602279737496076,8.602279737496076
F583-4,3.92,55.0,8.5,38.26,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.04699555592940893,719923852.0511525,201.49987599732677,804.1637999999999,39.92547199357223,-15.07452800642777,15.07452800642777
F583-4,4.35,57.2,9.17,38.43,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.052150680686971644,827932601.384098,188.181456182792,822.52135,40.51062433973519,-16.689375660264815,16.689375660264815
F583-4,5.0,59.8,10.3,39.09,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.05994331113445017,997918581.1385317,171.67832019218088,870.1040500000001,41.57518070869813,-18.22481929130187,18.22481929130187
F583-4,5.05,62.5,10.4,39.06,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.06054274424579467,1011308793.9113028,170.55379295445786,871.0018,41.620889639939364,-20.879110360060636,20.879110360060636
F583-4,5.83,61.8,12.1,38.38,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.0698939007827689,1225587242.053175,155.08417233917308,882.9222000000001,42.273667036789924,-19.526332963210074,19.526332963210074
F583-4,6.09,64.4,12.72,38.13,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.0730109529617603,1299151129.7821665,150.6556573561713,888.7468500000001,42.49988003864344,-21.900119961356566,21.900119961356566
F583-4,6.74,67.2,14.18,39.23,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.08080358340923884,1487394849.0240545,140.8208089380915,970.5688499999999,43.814393779244924,-23.38560622075508,23.38560622075508
F583-4,7.29,69.9,15.33,36.96,0.0,5,1.715,1.93,83.34,0.641,0.0,857500000.0,85253000.0,942753000.0,0.09042983687137564,40281296.15955156,0.6911231841528656,49.66741359780288,83.41214232869491,0.08739734763402834,1651229027.987159,133.63265985801343,918.0297,43.49956080657502,-26.400439193424987,26.400439193424987
IC2574,0.85,10.3,0.0,9.59,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.004705329556378314,55797593.46766818,332.152841136372,45.984049999999996,18.119436110594506,7.819436110594506,7.819436110594506
IC2574,1.14,12.9,0.0,11.99,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.0063106772873779745,83127881.4220272,275.10429092552397,71.88005,19.63412696442338,6.73412696442338,6.73412696442338
IC2574,1.42,16.4,0.94,13.83,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.007860668200067302,112002478.41395153,238.89733159856587,96.51805,20.874679898622723,4.474679898622725,4.474679898622725
IC2574,1.71,18.6,3.44,15.27,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.009466015931066963,144125677.1180809,211.9871297062089,128.42005,22.156670368031772,3.556670368031771,3.556670368031771
IC2574,1.99,19.8,5.14,16.76,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.01101600684375629,177038188.08155954,192.27426416046566,166.86840000000004,23.441292321016064,3.6412923210160635,3.6412923210160635
IC2574,2.28,26.1,5.82,17.77,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.012621354574755949,212897276.65535945,176.14112537315367,191.75885,24.358994557468712,-1.7410054425312893,1.7410054425312893
IC2574,2.55,27.7,6.87,18.7,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.014115988669134943,247766600.5434496,163.87879276329534,222.0419,25.29689351573436,-2.4031064842656384,2.4031064842656384
IC2574,2.84,29.7,7.58,19.36,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.015721336400134605,286690801.55393636,152.87533913302673,244.8612,26.058149649155748,-3.6418503508442512,3.6418503508442512
IC2574,3.13,33.0,8.21,19.89,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.017326684131134265,327034978.42761475,143.5707222763438,265.21015,26.731750985016976,-6.268249014983024,6.268249014983024
IC2574,3.41,34.8,8.78,20.19,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.018876675043823593,367250026.44836605,135.83554589761368,280.90645,27.27830019467604,-7.5216998053239585,7.5216998053239585
IC2574,3.7,35.0,8.64,20.15,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.020482022774823253,410132399.84803313,128.84898026518655,277.66085,27.466380849707708,-7.533619150292292,7.533619150292292
IC2574,3.98,39.0,7.98,20.39,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.02203201368751258,452661357.6964488,122.90445695375328,271.55645000000004,27.581083892333496,-11.418916107666504,11.418916107666504
IC2574,4.26,35.9,7.97,21.28,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.023582004600201906,496240913.0196691,117.60714944209842,289.94010000000003,28.12377209094362,-7.776227909056377,7.776227909056377
IC2574,4.55,40.0,10.01,22.72,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.025187352331201566,542432867.4628,112.68952754495503,358.2993,29.513330044736488,-10.486669955263512,10.486669955263512
IC2574,4.84,38.7,11.42,24.6,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.026792700062201226,589651703.1912158,108.25929354091814,432.99640000000005,30.934954028380965,-7.765045971619038,7.765045971619038
IC2574,5.12,41.8,12.67,25.34,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.028342690974890557,636175850.1652942,104.37526991784726,481.58669999999995,31.874567949689578,-9.92543205031042,9.92543205031042
IC2574,5.41,42.9,13.13,25.74,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.029948038705890218,685290057.1950902,100.7025006710697,503.67069999999995,32.380105445018046,-10.519894554981953,10.519894554981953
IC2574,5.68,44.4,13.93,26.48,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.03144267280026921,731834983.3648307,97.56113613071669,544.6401000000001,33.14796152439047,-11.252038475609531,11.252038475609531
IC2574,5.97,46.1,14.5,27.15,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.03304802053126887,782674834.9530374,94.44806456621096,578.81125,33.80334592108124,-12.296654078918763,12.296654078918763
IC2574,6.26,49.0,15.98,27.39,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.03465336826226853,834362163.1809874,91.57275697533761,630.4664500000001,34.69455157032028,-14.305448429679721,14.305448429679721
IC2574,6.54,51.9,17.58,27.31,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.03620335917495786,885044694.0377071,88.99591259232095,681.9744499999999,35.5528862169273,-16.3471137830727,16.3471137830727
IC2574,6.83,53.1,18.38,26.75,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.03780870690595752,938317009.1291763,86.51044307012096,695.60565,35.86742221248868,-17.232577787511325,17.232577787511325
IC2574,7.1,54.0,19.29,26.25,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.03930334100033651,988607228.0006208,84.34657236620015,716.63535,36.26976721458274,-17.730232785417257,17.730232785417257
IC2574,7.39,55.9,19.86,26.04,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.04090868873133617,1043344069.090604,82.1673024877723,733.4603999999999,36.61525317930544,-19.284746820694558,19.284746820694558
IC2574,7.68,58.8,21.01,25.86,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.042514036462335834,1098807043.9520795,80.12339618943851,775.7899,37.29795681716209,-21.50204318283791,21.50204318283791
IC2574,7.96,57.3,21.81,25.77,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.04406402737502516,1153027506.5624497,78.26613490267772,807.72255,37.824872555308296,-19.4751274446917,19.4751274446917
IC2574,8.25,54.0,22.49,25.57,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.04566937510602482,1209859819.2881362,76.45176411936878,832.71255,38.254929146252415,-15.745070853747585,15.745070853747585
IC2574,8.52,63.8,22.38,25.47,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.04716400920040381,1263374822.9594984,74.85371908426922,825.2248499999998,38.24890242344182,-25.551097576558178,25.551097576558178
IC2574,8.81,60.5,22.6,25.41,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.048769356931403475,1321484588.8040264,73.2268985794587,833.59405,38.45416786884136,-22.04583213115864,22.04583213115864
IC2574,9.1,61.0,22.95,25.38,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.05037470466240313,1380231788.4155726,71.68521556713466,848.7746999999999,38.744162936640215,-22.255837063359785,22.255837063359785
