Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res
DDO161,10.05,65.6,33.38,15.98,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.20469636382459916,2058706566.6493053,87.66428216695293,1241.9046,46.07527141295944,-19.524728587040556,19.524728587040556
DDO161,10.52,67.5,32.79,15.57,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.21426922860047593,2184502527.644879,84.8948658916308,1196.39655,45.71094550739413,-21.78905449260587,21.78905449260587
DDO161,10.99,66.8,32.06,15.18,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.22384209337635272,2311746795.0193124,82.31997579209248,1143.0598000000002,45.252141760971895,-21.547858239028102,21.547858239028102
DDO161,11.46,66.8,31.18,14.81,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.2334149581522295,2440373529.760073,79.91851860390335,1081.8604500000001,44.69593575707676,-22.104064242923236,22.104064242923236
DDO161,11.94,66.6,30.3,14.47,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.24319150090206107,2573100412.34786,77.6262194169552,1022.7804500000001,44.15469974802733,-22.44530025197266,22.44530025197266
DDO161,12.41,66.8,29.42,14.16,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.25276436567793786,2704339325.1298914,75.52278124880704,965.7892,43.62369671746877,-23.17630328253123,23.17630328253123
DDO161,12.9,66.3,28.69,13.86,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.2627445864017243,2842450838.6399055,73.46388580262457,919.1659000000001,43.20705991911342,-23.092940080886578,23.092940080886578
DDO161,13.37,66.1,27.81,13.59,0.0,10,0.548,1.22,169.37,1.378,1.9,274000000.0,183274000.0,457274000.0,0.40079689639034805,48896410.539776504,0.7019227931893244,41.63169592337408,49.097110531048195,0.27231745117760103,2976109329.249075,71.60550655812806,865.74015,42.69784271695904,-23.402157283040957,23.402157283040957
DDO168,0.41,15.0,10.41,8.28,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.007568882318977085,15840411.232369088,405.283658973281,142.6473,17.573093073760383,2.5730930737603828,2.5730930737603828
DDO168,0.82,23.4,18.08,12.66,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.01513776463795417,40550588.41355147,259.37601310786386,407.02419999999995,24.894026005217565,1.4940260052175667,1.4940260052175667
DDO168,1.24,29.2,20.09,15.11,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.022891253842759966,70969901.09358206,198.51402010431713,517.76415,27.639130502411852,-1.560869497588147,1.560869497588147
DDO168,1.64,36.2,20.2,15.99,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.03027552927590834,103534175.7750424,165.56037029024301,535.88005,28.41476829530726,-7.785231704692745,7.785231704692745
DDO168,2.06,44.0,22.0,16.89,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.03802901848071414,140793730.84475312,142.69515621818908,626.6360500000001,30.341194304270054,-13.658805695729946,13.658805695729946
DDO168,2.47,52.1,22.63,17.03,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.04559790079969123,179744611.26180628,126.71333672442017,657.12735,31.146577528025738,-20.953422471974264,20.953422471974264
DDO168,2.89,52.9,22.95,16.99,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.05335139000449702,221949414.45935425,114.29274746978379,671.0325499999999,31.64393449284831,-21.25606550715169,21.25606550715169
DDO168,3.3,54.8,22.74,17.19,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.0609202723234741,265150520.84637764,104.71887296725382,664.85565,31.787229051805344,-23.012770948194653,23.012770948194653
DDO168,3.71,55.0,22.74,17.16,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.06848915464245119,310134863.7473864,96.90877985772927,664.3403999999999,31.99799951984773,-23.00200048015227,23.00200048015227
DDO168,4.12,52.0,22.74,16.37,0.0,10,0.191,1.02,92.22,0.413,1.9,95500000.0,54928999.99999999,150429000.0,0.365149007172819,23011840.57513526,0.6608506104092697,80.93392607873746,54.16916034908182,0.07605803696142828,356745644.1068058,90.39087733265401,651.09605,31.992287580142413,-20.007712419857587,20.007712419857587
DDO170,1.87,27.7,8.68,18.19,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.015596868405436622,143869460.6971237,176.94804032339104,240.78045000000003,23.90969019884493,-3.790309801155068,3.790309801155068
DDO170,3.36,42.4,15.07,19.75,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.028024319701747083,317821969.8959514,121.0781328430765,422.13615000000004,28.791642474036404,-13.608357525963594,13.608357525963594
DDO170,4.86,52.5,20.59,19.94,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.0405351767114556,522753089.28164524,95.18848707100545,622.7499,32.94489258087035,-19.555107419129648,19.555107419129648
DDO170,6.35,55.6,24.61,19.17,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.05296262800776606,748837042.8507705,79.87304175007272,789.39655,36.0081985818919,-19.591801418108105,19.591801418108105
DDO170,7.85,58.6,26.94,18.71,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.06547348501747458,994926728.5546955,69.44038810674957,900.7956500000001,38.02502724046341,-20.574972759536593,20.574972759536593
DDO170,9.34,59.0,27.6,17.41,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.07790093631378504,1254951909.780911,61.871933227900286,913.3140500000001,38.61603172710252,-20.383968272897476,20.383968272897476
DDO170,10.83,60.0,26.77,16.05,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.09032838761009551,1528473043.6242447,56.04814264652452,845.4341499999999,38.11083225097374,-21.889167749026257,21.889167749026257
DDO170,12.33,62.2,24.9,15.01,0.0,10,0.543,1.95,73.93,0.735,1.6,271500000.0,97755000.0,369255000.0,0.2647357517162936,15455294.809046106,0.6401376489086882,112.33912665005155,119.89586315597634,0.10283924461980402,1815888196.4068017,51.37162541337849,732.6600499999998,36.96041384166249,-25.23958615833751,25.23958615833751
ESO079-G014,0.41,33.2,2.21,28.95,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.0031172484360916337,132227035.28615193,3383.0849395155483,423.93534999999997,42.555847720394134,9.35584772039413,9.35584772039413
ESO079-G014,0.98,50.4,4.41,47.6,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.007450984066755613,431844782.1613178,1933.9083111676734,1152.3281000000002,55.20469404809993,4.8046940480999325,4.8046940480999325
ESO079-G014,1.78,53.9,6.75,62.09,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.013533420039617338,970264905.8454607,1317.0755069435045,1973.1465500000002,65.70799762859494,11.80799762859494,11.80799762859494
ESO079-G014,2.69,67.6,8.55,75.48,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.02045219095874755,1697143515.2969801,1008.7286682572014,2921.7177,75.06795466516903,7.467954665169032,7.467954665169032
ESO079-G014,3.36,81.7,9.18,82.21,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.025546231086019243,2292441999.6698165,873.3335743338923,3463.514449999999,79.9869693122691,-1.7130306877309067,1.7130306877309067
ESO079-G014,4.39,102.0,9.29,86.87,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.03337736740107871,3288814313.157051,733.9570865448131,3859.50255,84.15208945671955,-17.84791054328045,17.84791054328045
ESO079-G014,5.65,116.0,9.5,92.23,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.04295720405833593,4619880903.771366,622.4353348841508,4343.43645,88.65774693784775,-27.342253062152253,27.342253062152253
ESO079-G014,6.34,132.0,10.22,96.19,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.04820330508492917,5393886809.3564625,577.1433121343953,4730.70645,91.59582440773195,-40.40417559226805,40.40417559226805
ESO079-G014,6.89,137.0,11.87,100.53,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.052384979816271604,6031371753.881878,546.4343707143375,5194.03735,94.6518365602157,-42.3481634397843,42.3481634397843
ESO079-G014,8.34,154.0,17.23,113.81,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.06340939501708348,7791022851.458026,481.75111841554576,6773.23095,103.87990795907383,-50.12009204092617,50.12009204092617
ESO079-G014,10.04,163.0,24.23,128.72,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.07633457145941464,9983381142.70229,425.9617286874386,8871.5121,114.66546060615586,-48.33453939384414,48.33453939384414
ESO079-G014,11.65,170.0,30.75,133.41,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.08857547385479887,12171805641.210154,385.7123218356364,9844.67655,119.7423279353845,-50.257672064615505,50.257672064615505
ESO079-G014,13.36,175.0,36.2,132.99,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.1015766807467908,14601326275.53666,351.83557020531373,10153.610050000001,121.87753389342514,-53.12246610657486,53.12246610657486
ESO079-G014,15.06,177.0,39.42,128.51,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.11450185718912197,17112509479.69943,324.5070322796202,9811.34645,121.23705026158909,-55.76294973841091,55.76294973841091
ESO079-G014,16.67,178.0,40.49,124.23,0.0,4,51.733,5.08,2295.25,3.14,3.5,25866500000.0,417620000.00000006,26284120000.0,0.01588868107435212,162101169.58663544,0.7725561939509764,12.89983945128238,131.52625092469458,0.1267427595845062,19570247727.128807,302.89037868042067,9355.986550000001,120.02153624496987,-57.978463755030134,57.978463755030134
ESO116-G012,0.25,20.9,-0.22,17.33,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.006361770304843194,30800708.50336276,2119.5372033471667,150.21284999999995,26.078672336543352,5.178672336543354,5.178672336543354
ESO116-G012,0.83,40.0,-1.8,34.96,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.021121077412079404,156686716.8917062,978.2195783810539,614.3408000000001,37.76589797762361,-2.2341020223763906,2.2341020223763906
ESO116-G012,1.38,51.5,-1.55,51.34,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.03511697208273443,311310052.485511,703.0647541669078,1320.3003,47.85947827494918,-3.6405217250508173,3.6405217250508173
ESO116-G012,1.85,67.9,5.01,61.73,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.04707710025583964,461864958.99834245,580.4060250710185,1930.39655,54.810105786993184,-13.089894213006822,13.089894213006822
ESO116-G012,2.68,80.2,12.54,60.49,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.06819817766791905,759106031.0298852,454.56208508531165,1986.7716500000001,56.61270209086151,-23.587297909138492,23.587297909138492
ESO116-G012,3.19,83.3,16.68,63.17,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.08117618908979915,957869578.7514092,404.8418205351483,2273.4468500000003,59.70671869653467,-23.593281303465325,23.593281303465325
ESO116-G012,3.68,91.4,20.19,65.14,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.09364525888729182,1158540670.6409335,367.9391507979602,2529.2459000000003,62.31582443438018,-29.084175565619823,29.084175565619823
ESO116-G012,4.13,102.0,22.31,66.32,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.10509644543600956,1350273630.8332052,340.4724986126928,2696.9073,64.05512250609173,-37.944877493908265,37.944877493908265
ESO116-G012,5.23,105.0,25.63,64.52,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.13308823477731963,1844935279.9627028,290.0935767302328,2738.3121,65.23420503308918,-39.76579496691082,39.76579496691082
ESO116-G012,6.05,109.0,27.28,60.09,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.1539548413772053,2234359848.183683,262.54437851654075,2549.6024500000003,64.32725658711921,-44.67274341288079,44.67274341288079
ESO116-G012,6.81,108.0,28.58,55.74,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.1732946231039286,2608839161.1878138,241.94320860840566,2370.2902000000004,63.387092145193435,-44.612907854806565,44.612907854806565
ESO116-G012,7.56,109.0,30.7,53.61,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.19237993401845818,2989744987.632965,224.98362508679233,2379.50605,63.877869842819194,-45.122130157180806,45.122130157180806
ESO116-G012,8.32,110.0,33.83,51.18,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.2117197157451815,3386076165.459128,210.38289398785386,2454.1651,64.8425074929937,-45.157492507006296,45.157492507006296
ESO116-G012,9.09,111.0,35.49,49.08,0.0,7,4.292,1.51,1320.78,1.083,3.1,2146000000.0,144039000.0,2290039000.0,0.06289805544796398,159848702.56708956,0.7716918546255208,13.087095028254803,39.29723772165679,0.23131396828409853,3797238650.4118166,197.6516667325363,2463.9633000000003,65.27340155529475,-45.726598444705246,45.726598444705246
