Galaxy,SPARC_name,match_key,ngc_id,ugc_id,ic_id,pgc_id,Mb_proxy_Msun,Mstar_proxy_Msun,Mgas_proxy_Msun,Rb_kpc,Sigma_b_Msun_kpc2,V_obs_kms,V_b_kms,morphology_age_gyr,Morphology_T,z0mgs_match_status,z0mgs_match_method,z0mgs_PGC,z0mgs_NGC,z0mgs_UGC,z0mgs_IC,z0mgs_Dist_Mpc,z0mgs_e_Dist_dex,z0mgs_logMstar,z0mgs_e_logMstar,z0mgs_GammaStar,z0mgs_method_GammaStar,z0mgs_logSFR,z0mgs_e_logSFR,z0mgs_method_logSFR,z0mgs_DelMS,z0mgs_Flags,z0mgs_Mstar_Msun,z0mgs_SFR_Msun_yr,z0mgs_sSFR_yr,final_Mstar_for_SFH_Msun,final_SFR_for_SFH_Msun_yr,final_sSFR_for_SFH_yr,SFH_source,source_sparc_proxy_file,source_z0mgs_catalog,source_z0mgs_url
UGC06399,UGC06399,UGC06399,,6399,,,2044420000.0,1148000000.0,896420000.0000001,2.05,77425234.68314877,85.0,65.49200815962577,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1148000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06446,UGC06446,UGC06446,,6446,,,2328070000.0,494000000.0,1834070000.0,1.49,166895116.60013008,82.2,81.97568613056667,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,494000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06614,UGC06614,UGC06614,,6614,,,91286040000.0,62175000000.0,29111040000.000004,5.1,558578412.1985576,199.8,277.4580138865741,10.95,1.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,62175000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06628,UGC06628,UGC06628,,6628,,,3864500000.0,1869500000.0,1995000000.0,2.82,77341969.41535003,41.8,76.77189824362218,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1869500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06667,UGC06667,UGC06667,,6667,,,1774470000.0,698500000.0,1075970000.0,5.15,10648154.279131887,83.8,38.4955823154531,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,698500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06786,UGC06786,UGC06786,,6786,,,43393400000.0,36703500000.0,6689900000.000001,3.6,532891520.64535886,219.4,227.6883274188156,11.5,0.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,36703500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06787,UGC06787,UGC06787,,6787,,,55817900000.0,49128000000.0,6689900000.000001,5.37,308066910.7292776,248.1,211.43641237591623,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,49128000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06818,UGC06818,UGC06818,,6818,,,2229070000.0,794000000.0,1435070000.0,1.39,183617571.03558367,71.2,83.04904269087335,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,794000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06917,UGC06917,UGC06917,,6917,,,6106590000.0,3416000000.0,2690590000.0000005,2.76,127585326.60359396,108.7,97.549493192252,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,3416000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06923,UGC06923,UGC06923,,6923,,,2520970000.0,1445000000.0,1075970000.0,1.44,193491915.93671656,79.6,86.772631864914,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1445000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06930,UGC06930,UGC06930,,6930,,,8771210000.0,4466000000.0,4305210000.000001,3.94,89926397.76836967,107.2,97.85022326582904,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,4466000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06973,UGC06973,UGC06973,,6973,,,29266490000.0,26935000000.0,2331490000.0,1.07,4068395973.840095,174.2,342.98380047560784,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,26935000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC06983,UGC06983,UGC06983,,6983,,,6595110000.000001,2649000000.0,3946110000.000001,3.21,101866670.23173204,109.0,94.0023439591433,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,2649000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07125,UGC07125,UGC07125,,7125,,,7512569999.999999,1356000000.0,6156569999.999999,3.38,104658682.36615317,65.2,97.77235884165594,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1356000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07151,UGC07151,UGC07151,,7151,,,1961280000.0,1142000000.0,819280000.0,1.25,199774340.3438544,73.5,82.1476172012311,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1142000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07261,UGC07261,UGC07261,,7261,,,2722540000.0,876500000.0,1846040000.0,1.2,300906735.25375605,74.7,98.78174389109896,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,876500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07399,UGC07399,UGC07399,,7399,,,1568850000.0,578000000.0,990850000.0,1.64,92835452.28648128,103.0,64.14295511713298,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,578000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07524,UGC07524,UGC07524,,7524,,,3584070000.0,1218000000.0,2366070000.0,3.46,47647971.606750086,79.5,66.74678772487553,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1218000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07603,UGC07603,UGC07603,,7603,,,531140000.0,188000000.0,343140000.0,0.53,300938257.2938031,61.6,65.65181653208282,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,188000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC07690,UGC07690,UGC07690,,7690,,,947700000.0,429000000.0,518700000.00000006,0.57,464238656.7195728,57.4,84.562573188205,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,429000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC08286,UGC08286,UGC08286,,8286,,,1481360000.0,627500000.0,853860000.0000001,1.05,213846500.22549668,82.4,77.8961215343565,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,627500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC08490,UGC08490,UGC08490,,8490,,,1466100000.0,508500000.0,957600000.0,0.67,519797420.5101976,78.6,97.01180225937428,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,508500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC08550,UGC08550,UGC08550,,8550,,,527540000.0,144500000.0,383040000.0,0.45,414620240.3886344,56.9,71.00707416088125,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,144500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC08699,UGC08699,UGC08699,,8699,,,30122540000.0,25151000000.0,4971540000.0,3.09,502105250.20510274,182.4,204.7607598489414,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,25151000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC09037,UGC09037,UGC09037,,9037,,,59680740000.0,34307000000.000004,25373740000.0,4.28,518521529.0845381,152.3,244.89244800915336,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,34307000000.000004,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC09133,UGC09133,UGC09133,,9133,,,185922240000.0,141463000000.0,44459240000.0,6.97,609096240.0185609,226.8,338.71112386331777,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,141463000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC09992,UGC09992,UGC09992,,9992,,,590940000.0,168000000.0,422940000.0,1.04,86955456.79615812,33.6,49.43507548173275,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,168000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC10310,UGC10310,UGC10310,,10310,,,2461180000.0,870500000.0,1590680000.0,1.8,120897828.0367009,71.4,76.68591669125288,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,870500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC11455,UGC11455,UGC11455,,11455,,,204896550000.0,187161000000.0,17735550000.000004,5.93,927353661.0363086,269.4,385.4962463669197,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,187161000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC11914,UGC11914,UGC11914,,11914,,,76195040000.0,75014000000.0,1181040000.0,2.44,2036888144.162304,288.1,366.4785959164847,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,75014000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC12506,UGC12506,UGC12506,,12506,,,117074980000.0,69785500000.0,47289480000.0,7.38,342114514.7910339,234.0,261.20653765930524,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,69785500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC12632,UGC12632,UGC12632,,12632,,,2970020000.0,650500000.0,2319520000.0,2.42,80713981.98241088,71.7,72.6527706984757,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,650500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGCA442,UGCA442,UGCA442,,,,,419790000.0,70000000.0,349790000.0,1.18,47983089.31380836,56.4,39.11607031253159,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,70000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGCA444,UGCA444,UGCA444,,,,,95110000.0,6000000.0,89110000.0,0.83,21973039.1021486,37.0,22.200063771209827,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,6000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
