Galaxy,SPARC_name,match_key,ngc_id,ugc_id,ic_id,pgc_id,Mb_proxy_Msun,Mstar_proxy_Msun,Mgas_proxy_Msun,Rb_kpc,Sigma_b_Msun_kpc2,V_obs_kms,V_b_kms,morphology_age_gyr,Morphology_T,z0mgs_match_status,z0mgs_match_method,z0mgs_PGC,z0mgs_NGC,z0mgs_UGC,z0mgs_IC,z0mgs_Dist_Mpc,z0mgs_e_Dist_dex,z0mgs_logMstar,z0mgs_e_logMstar,z0mgs_GammaStar,z0mgs_method_GammaStar,z0mgs_logSFR,z0mgs_e_logSFR,z0mgs_method_logSFR,z0mgs_DelMS,z0mgs_Flags,z0mgs_Mstar_Msun,z0mgs_SFR_Msun_yr,z0mgs_sSFR_yr,final_Mstar_for_SFH_Msun,final_SFR_for_SFH_Msun_yr,final_sSFR_for_SFH_yr,SFH_source,source_sparc_proxy_file,source_z0mgs_catalog,source_z0mgs_url,Mstar,Mgas,Mb,Rb,Sigma_b,V_obs,V_b,age_gyr,Mgas_safe,f_gas,D_hist_sfh,D_hist_source
UGC00128,UGC00128,UGC00128,,128.0,,,15893230000.0,6010000000.0,9883230000.0,5.95,71449364.20299141,129.3,107.18346153569172,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,6010000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,6010000000.0,9883230000.0,15893230000.0,5.95,71449364.20299141,129.3,107.18346153569172,7.1,9883230000.0,0.6218515682463539,548645298.0352901,Delayed_Tau_Fallback
UGC00731,UGC00731,UGC00731,,731.0,,,2564810000.0,161500000.0,2403310000.0,2.3,77164875.1590783,73.3,69.25383987815813,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,161500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,161500000.0,2403310000.0,2564810000.0,2.3,77164875.1590783,73.3,69.25383987815813,6.0,2403310000.0,0.9370323727683532,15126000.583710393,Delayed_Tau_Fallback
UGC01230,UGC01230,UGC01230,,1230.0,,,12361900000.0,3810000000.0,8551900000.0,4.34,104454197.95534526,103.7,110.6822363754832,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,3810000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,3810000000.0,8551900000.0,12361900000.0,4.34,104454197.95534526,103.7,110.6822363754832,6.55,8551900000.0,0.6917949506143878,350416665.6606715,Delayed_Tau_Fallback
UGC01281,UGC01281,UGC01281,,1281.0,,,567520000.0,176500000.0,391020000.0,1.63,33995864.843807615,55.2,38.69696999282718,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,176500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,176500000.0,391020000.0,567520000.0,1.63,33995864.843807615,55.2,38.69696999282718,7.1,391020000.0,0.6889977445728784,16228780.397452986,Delayed_Tau_Fallback
UGC02259,UGC02259,UGC02259,,2259.0,,,1519520000.0,862500000.0,657020000.0,1.62,92150251.15340526,86.2,63.514938279835846,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,862500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,862500000.0,657020000.0,1519520000.0,1.62,92150251.15340526,86.2,63.514938279835846,7.1,657020000.0,0.43238654311887964,76410406.21961616,Delayed_Tau_Fallback
UGC02487,UGC02487,UGC02487,,2487.0,,,268868290000.0,244977500000.0,23890790000.000004,7.89,687393957.7004666,332.0,382.8348525837728,11.5,0.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,244977500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,244977500000.0,23890790000.000004,268868290000.0,7.89,687393957.7004666,332.0,382.8348525837728,11.5,23890790000.000004,0.08885685255036957,18301392502.127018,Delayed_Tau_Fallback
UGC02885,UGC02885,UGC02885,,2885.0,,,255062250000.0,201762500000.0,53299750000.00001,11.4,312360863.9861556,289.5,310.20646515137383,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,201762500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,201762500000.0,53299750000.00001,255062250000.0,11.4,312360863.9861556,289.5,310.20646515137383,8.75,53299750000.00001,0.20896761476855163,16530316006.355267,Delayed_Tau_Fallback
UGC02916,UGC02916,UGC02916,,2916.0,,,93029590000.0,62076500000.0,30953090000.0,6.15,391463258.7034795,182.7,255.0663532121776,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,62076500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,62076500000.0,30953090000.0,93029590000.0,6.15,391463258.7034795,182.7,255.0663532121776,10.4,30953090000.0,0.3327230615549311,5359019724.524289,Delayed_Tau_Fallback
UGC02953,UGC02953,UGC02953,,2953.0,,,139970740000.0,129758999999.99998,10211740000.0,3.55,1767667935.6659772,264.9,411.7983765413415,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,129758999999.99998,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,129758999999.99998,10211740000.0,139970740000.0,3.55,1767667935.6659772,264.9,411.7983765413415,10.4,10211740000.0,0.07295624785580186,9535735312.736706,Delayed_Tau_Fallback
UGC03205,UGC03205,UGC03205,,3205.0,,,69691410000.0,56821000000.0,12870410000.0,3.19,1089978714.0991092,219.6,306.5310419537026,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,56821000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,56821000000.0,12870410000.0,69691410000.0,3.19,1089978714.0991092,219.6,306.5310419537026,10.4,12870410000.0,0.1846771359626674,4588366111.773408,Delayed_Tau_Fallback
UGC03546,UGC03546,UGC03546,,3546.0,,,54225750000.0,50668000000.0,3557750000.0,3.79,600824009.5352541,196.9,248.06377937245,10.95,1.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,50668000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,50668000000.0,3557750000.0,54225750000.0,3.79,600824009.5352541,196.9,248.06377937245,10.95,3557750000.0,0.0656099731216258,3694203946.8983874,Delayed_Tau_Fallback
UGC03580,UGC03580,UGC03580,,3580.0,,,12445100000.0,6633000000.0,5812100000.0,2.43,335433145.7387842,126.2,148.41446670165763,10.95,1.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,6633000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,6633000000.0,5812100000.0,12445100000.0,2.43,335433145.7387842,126.2,148.41446670165763,10.95,5812100000.0,0.4670191480984484,591726587.8431572,Delayed_Tau_Fallback
UGC04278,UGC04278,UGC04278,,4278.0,,,2137780000.0000005,653500000.0,1484280000.0000005,2.21,69662425.88050862,91.4,64.50086596563446,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,653500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,653500000.0,1484280000.0000005,2137780000.0000005,2.21,69662425.88050862,91.4,64.50086596563446,7.649999999999999,1484280000.0000005,0.6943090495747926,60118931.29170419,Delayed_Tau_Fallback
UGC04305,UGC04305,UGC04305,,4305.0,,,1285700000.0,368000000.0,917700000.0,1.16,152070087.94088128,34.5,69.04321477186939,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,368000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,368000000.0,917700000.0,1285700000.0,1.16,152070087.94088128,34.5,69.04321477186939,6.0,917700000.0,0.7137745974955277,33916498.09063714,Delayed_Tau_Fallback
UGC04325,UGC04325,UGC04325,,4325.0,,,1914740000.0,1013000000.0,901740000.0,1.86,88085424.828239,90.9,66.53935860649274,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1013000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1013000000.0,901740000.0,1914740000.0,1.86,88085424.828239,90.9,66.53935860649274,6.55,901740000.0,0.4709464470371956,90435776.94843636,Delayed_Tau_Fallback
UGC04499,UGC04499,UGC04499,,4499.0,,,2239000000.0,776000000.0,1463000000.0000002,1.73,119064425.00008474,72.8,74.60778946299718,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,776000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,776000000.0,1463000000.0000002,2239000000.0,1.73,119064425.00008474,72.8,74.60778946299718,7.1,1463000000.0000002,0.6534167038856633,71091392.88984494,Delayed_Tau_Fallback
UGC05005,UGC05005,UGC05005,,5005.0,,,6163690000.0,2050000000.0,4113690000.0,3.2,95798997.18614104,98.9,91.01764244828443,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,2050000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,2050000000.0,4113690000.0,6163690000.0,3.2,95798997.18614104,98.9,91.01764244828443,6.0,4113690000.0,0.6674070240391713,188083342.8181364,Delayed_Tau_Fallback
UGC05253,UGC05253,UGC05253,,5253.0,,,107597680000.0,85791000000.0,21806680000.000004,8.07,262951691.8601021,213.7,239.4665534509161,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,85791000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,85791000000.0,21806680000.000004,107597680000.0,8.07,262951691.8601021,213.7,239.4665534509161,10.4,21806680000.000004,0.20266868207567304,7003650152.209479,Delayed_Tau_Fallback
UGC05716,UGC05716,UGC05716,,5716.0,,,1749020000.0000002,294000000.0,1455020000.0000002,1.14,214192965.9638249,73.1,81.23162468705304,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,294000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,294000000.0,1455020000.0000002,1749020000.0000002,1.14,214192965.9638249,73.1,81.23162468705304,6.55,1455020000.0000002,0.8319058672856801,27354594.708967492,Delayed_Tau_Fallback
UGC05721,UGC05721,UGC05721,,5721.0,,,1012960000.0,265500000.0,747460000.0000001,0.38,1116465312.703368,79.7,107.07412328800427,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,265500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,265500000.0,747460000.0000001,1012960000.0,0.38,1116465312.703368,79.7,107.07412328800427,7.649999999999999,747460000.0000001,0.7378968567366925,24522472.77578146,Delayed_Tau_Fallback
UGC05986,UGC05986,UGC05986,,5986.0,,,5894610000.0,2347500000.0,3547110000.0,1.67,336389371.8307997,113.0,123.21099933182632,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,2347500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,2347500000.0,3547110000.0,5894610000.0,1.67,336389371.8307997,113.0,123.21099933182632,6.55,3547110000.0,0.6017548234743265,213782138.68933487,Delayed_Tau_Fallback
UGC06399,UGC06399,UGC06399,,6399.0,,,2044420000.0,1148000000.0,896420000.0000001,2.05,77425234.68314877,85.0,65.49200815962577,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1148000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1148000000.0,896420000.0000001,2044420000.0,2.05,77425234.68314877,85.0,65.49200815962577,6.55,896420000.0000001,0.43847154694240914,101833976.63155249,Delayed_Tau_Fallback
UGC06446,UGC06446,UGC06446,,6446.0,,,2328070000.0,494000000.0,1834070000.0,1.49,166895116.60013008,82.2,81.97568613056667,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,494000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,494000000.0,1834070000.0,2328070000.0,1.49,166895116.60013008,82.2,81.97568613056667,7.649999999999999,1834070000.0,0.7878070676569003,45814348.46985706,Delayed_Tau_Fallback
UGC06614,UGC06614,UGC06614,,6614.0,,,91286040000.0,62175000000.0,29111040000.000004,5.1,558578412.1985576,199.8,277.4580138865741,10.95,1.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,62175000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,62175000000.0,29111040000.000004,91286040000.0,5.1,558578412.1985576,199.8,277.4580138865741,10.95,29111040000.000004,0.31889914383404083,5343485971.987835,Delayed_Tau_Fallback
UGC06628,UGC06628,UGC06628,,6628.0,,,3864500000.0,1869500000.0,1995000000.0,2.82,77341969.41535003,41.8,76.77189824362218,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1869500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1869500000.0,1995000000.0,3864500000.0,2.82,77341969.41535003,41.8,76.77189824362218,6.55,1995000000.0,0.5162375469012809,168211351.02510986,Delayed_Tau_Fallback
UGC06667,UGC06667,UGC06667,,6667.0,,,1774470000.0,698500000.0,1075970000.0,5.15,10648154.279131887,83.8,38.4955823154531,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,698500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,698500000.0,1075970000.0,1774470000.0,5.15,10648154.279131887,83.8,38.4955823154531,8.2,1075970000.0,0.6063613360609084,63647081.776771404,Delayed_Tau_Fallback
UGC06786,UGC06786,UGC06786,,6786.0,,,43393400000.0,36703500000.0,6689900000.000001,3.6,532891520.64535886,219.4,227.6883274188156,11.5,0.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,36703500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,36703500000.0,6689900000.000001,43393400000.0,3.6,532891520.64535886,219.4,227.6883274188156,11.5,6689900000.000001,0.15416860628574855,2902476836.4137673,Delayed_Tau_Fallback
UGC06787,UGC06787,UGC06787,,6787.0,,,55817900000.0,49128000000.0,6689900000.000001,5.37,308066910.7292776,248.1,211.43641237591623,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,49128000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,49128000000.0,6689900000.000001,55817900000.0,5.37,308066910.7292776,248.1,211.43641237591623,10.4,6689900000.000001,0.11985223378163637,3778804331.692178,Delayed_Tau_Fallback
UGC06818,UGC06818,UGC06818,,6818.0,,,2229070000.0,794000000.0,1435070000.0,1.39,183617571.03558367,71.2,83.04904269087335,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,794000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,794000000.0,1435070000.0,2229070000.0,1.39,183617571.03558367,71.2,83.04904269087335,6.55,1435070000.0,0.6437976375797978,72664273.17011127,Delayed_Tau_Fallback
UGC06917,UGC06917,UGC06917,,6917.0,,,6106590000.0,3416000000.0,2690590000.0000005,2.76,127585326.60359396,108.7,97.549493192252,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,3416000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,3416000000.0,2690590000.0000005,6106590000.0,2.76,127585326.60359396,108.7,97.549493192252,6.55,2690590000.0000005,0.4406043307312265,303152518.744805,Delayed_Tau_Fallback
UGC06923,UGC06923,UGC06923,,6923.0,,,2520970000.0,1445000000.0,1075970000.0,1.44,193491915.93671656,79.6,86.772631864914,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1445000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1445000000.0,1075970000.0,2520970000.0,1.44,193491915.93671656,79.6,86.772631864914,6.0,1075970000.0,0.4268079350408771,127861362.21988815,Delayed_Tau_Fallback
UGC06930,UGC06930,UGC06930,,6930.0,,,8771210000.0,4466000000.0,4305210000.000001,3.94,89926397.76836967,107.2,97.85022326582904,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,4466000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,4466000000.0,4305210000.000001,8771210000.0,3.94,89926397.76836967,107.2,97.85022326582904,7.649999999999999,4305210000.000001,0.49083421785591735,400133547.9938885,Delayed_Tau_Fallback
UGC06973,UGC06973,UGC06973,,6973.0,,,29266490000.0,26935000000.0,2331490000.0,1.07,4068395973.840095,174.2,342.98380047560784,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,26935000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,26935000000.0,2331490000.0,29266490000.0,1.07,4068395973.840095,174.2,342.98380047560784,10.4,2331490000.0,0.07966414831433492,1993405876.2697277,Delayed_Tau_Fallback
UGC06983,UGC06983,UGC06983,,6983.0,,,6595110000.000001,2649000000.0,3946110000.000001,3.21,101866670.23173204,109.0,94.0023439591433,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,2649000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,2649000000.0,3946110000.000001,6595110000.000001,3.21,101866670.23173204,109.0,94.0023439591433,8.2,3946110000.000001,0.5983387691789827,241136557.19832104,Delayed_Tau_Fallback
UGC07125,UGC07125,UGC07125,,7125.0,,,7512569999.999999,1356000000.0,6156569999.999999,3.38,104658682.36615317,65.2,97.77235884165594,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1356000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1356000000.0,6156569999.999999,7512569999.999999,3.38,104658682.36615317,65.2,97.77235884165594,6.55,6156569999.999999,0.8195025137868931,126055073.43302919,Delayed_Tau_Fallback
UGC07151,UGC07151,UGC07151,,7151.0,,,1961280000.0,1142000000.0,819280000.0,1.25,199774340.3438544,73.5,82.1476172012311,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1142000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1142000000.0,819280000.0,1961280000.0,1.25,199774340.3438544,73.5,82.1476172012311,8.2,819280000.0,0.417727198564203,100847441.82911442,Delayed_Tau_Fallback
UGC07261,UGC07261,UGC07261,,7261.0,,,2722540000.0,876500000.0,1846040000.0,1.2,300906735.25375605,74.7,98.78174389109896,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,876500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,876500000.0,1846040000.0,2722540000.0,1.2,300906735.25375605,74.7,98.78174389109896,7.1,1846040000.0,0.678057989965253,80504657.94655739,Delayed_Tau_Fallback
UGC07399,UGC07399,UGC07399,,7399.0,,,1568850000.0,578000000.0,990850000.0,1.64,92835452.28648128,103.0,64.14295511713298,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,578000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,578000000.0,990850000.0,1568850000.0,1.64,92835452.28648128,103.0,64.14295511713298,7.1,990850000.0,0.6315772699748223,52824221.61505018,Delayed_Tau_Fallback
UGC07524,UGC07524,UGC07524,,7524.0,,,3584070000.0,1218000000.0,2366070000.0,3.46,47647971.606750086,79.5,66.74678772487553,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1218000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,1218000000.0,2366070000.0,3584070000.0,3.46,47647971.606750086,79.5,66.74678772487553,6.55,2366070000.0,0.6601628874436046,111664396.13035744,Delayed_Tau_Fallback
UGC07603,UGC07603,UGC07603,,7603.0,,,531140000.0,188000000.0,343140000.0,0.53,300938257.2938031,61.6,65.65181653208282,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,188000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,188000000.0,343140000.0,531140000.0,0.53,300938257.2938031,61.6,65.65181653208282,7.649999999999999,343140000.0,0.6460443574198893,17209393.96430876,Delayed_Tau_Fallback
UGC07690,UGC07690,UGC07690,,7690.0,,,947700000.0,429000000.0,518700000.00000006,0.57,464238656.7195728,57.4,84.562573188205,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,429000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,429000000.0,518700000.00000006,947700000.0,0.57,464238656.7195728,57.4,84.562573188205,6.0,518700000.00000006,0.5473251028806585,38783691.43729909,Delayed_Tau_Fallback
UGC08286,UGC08286,UGC08286,,8286.0,,,1481360000.0,627500000.0,853860000.0000001,1.05,213846500.22549668,82.4,77.8961215343565,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,627500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,627500000.0,853860000.0000001,1481360000.0,1.05,213846500.22549668,82.4,77.8961215343565,8.2,853860000.0000001,0.5764027650267323,56959264.43144363,Delayed_Tau_Fallback
